	SC.CDP.BM	SC.CMP.BM	SC.GMP.BM	SC.LT34F.BM	SC.LTSL.BM	SC.LTSL.FL	SC.MDP.BM	SC.MEP.BM	SC.MPP34F.BM	SC.ST34F.BM	SC.STSL.BM	SC.STSL.FL
Depdc1b	8.996781626	8.70506591	8.63216047	7.365176347	8.310147712	8.657334767	8.664340493	7.770991868	8.362539585	8.634222056	7.577605566	8.417371747
Depdc6	6.596531688	7.10146519	6.828809268	7.418763122	7.462523812	7.215997888	7.017948254	6.982444904	6.540952532	7.440131232	7.513155931	6.752282958
Depdc7	5.857270251	4.511717871	5.13967413	4.436443935	4.395300487	4.844007286	5.6816198	4.425959408	4.568336182	4.620803385	4.493914143	4.557394772
Des	5.604817591	5.61500277	5.954371595	5.457284559	5.744281315	6.111422268	5.896778011	5.416116862	5.546181423	5.488461987	5.477690278	5.401243052
Dexi	7.393380446	7.427791358	7.453002788	7.60508141	7.324561914	7.127198879	7.198122169	7.436206823	7.427441916	7.439571612	7.684004701	7.107556586
Dfna5	6.19281883	6.566172037	6.79317106	6.203326466	6.51483028	5.998786724	6.27823571	5.778453036	6.623083307	6.236842726	6.516410237	5.922400059
Dgat1	7.511742904	7.659805423	8.367118974	7.248820063	7.545983809	6.940739172	7.63941355	7.530421164	7.389565521	7.37802732	7.704906768	7.136167285
Dgat2	6.578972416	6.907449532	7.96594855	6.106394387	7.108179075	6.489796057	6.697493058	6.038327528	6.321020715	6.190683991	6.88563415	6.608739767
Dgka	7.625960593	7.978660128	7.316459849	8.902148969	8.296102196	8.046734778	6.930898942	5.77040093	7.797627809	8.072385338	8.666211929	8.611196176
Dgke	6.72735733	6.371488294	5.685727147	6.663146762	6.278300147	6.564278571	6.603317746	6.498938537	6.265383447	6.342037322	6.566384412	6.576658178
Dgkg	6.327349043	7.059404493	7.345665744	8.073485722	8.696907268	7.311611796	6.65550878	5.32617778	7.389274681	7.657725741	8.516830557	7.213438176
Dgkh	5.971881484	6.217689242	6.219498334	6.090175244	6.850946905	6.546205093	6.317821395	5.990945787	6.005452763	6.099389894	6.365452255	6.364370196
Dgki	5.175600446	5.315656794	5.322482224	4.973704636	5.072233024	5.777167189	5.183993261	5.279040354	5.059162727	5.159199268	5.008621342	5.819456157
Dgkz	9.017438702	9.550611743	9.468914793	9.258974799	9.868405527	9.519827355	9.026035084	8.542623515	9.173491135	9.214958962	9.999784471	9.665460637
Dhcr7	7.909836294	8.199869843	8.205675972	7.700670901	7.555355527	7.455546964	7.774000939	8.158148911	7.738366244	7.859983831	7.805282351	7.621078221
Dhfr	9.145694181	8.289243132	8.268075023	7.69992266	7.907742936	8.627217466	9.084053189	9.260789956	8.537676961	9.007920788	7.41118555	8.590001994
Dhrs3	9.560598164	8.73456636	8.872460858	8.19487929	8.006990627	7.741442717	9.394549011	6.64034039	9.558514371	7.89180223	9.005818954	8.333112404
Dhrs7	8.499230418	7.201297651	8.209439556	7.348087207	7.116384512	6.562403224	8.069961501	5.4979109	7.239881551	7.321505594	7.422411588	6.745787248
Dhrs9	4.758606994	5.084170592	4.868795398	4.281527639	5.886481864	4.481202052	4.708838344	4.633314953	4.59291743	4.566121032	5.561654031	4.454360167
Dip2c	6.160153122	6.413159929	5.371776064	6.880743882	6.718861163	5.967622069	5.863323985	5.805178934	6.20113883	6.610189933	6.899829787	6.204533976
Diras2	5.835435685	6.266043455	7.086027919	5.626143169	6.134767872	5.943855705	5.86195371	5.623727887	5.899889791	5.965084697	5.57301999	5.803994168
Dirc2	9.784595097	7.828797528	9.623859791	7.934601026	7.804938317	7.919546667	9.36092132	7.471023213	8.044194369	7.510730547	8.243523108	7.979492077
Disp1	7.59238976	8.221463629	7.849384457	8.068627821	8.399979392	8.463213595	7.566079415	7.57873082	7.923327485	8.051729088	8.634165111	8.542629318
Dkc1	9.265955581	10.17347246	8.52525926	9.927747745	9.273294337	9.75081254	10.23004218	10.63551607	10.08477152	10.21731464	9.490817257	10.05980086
Dkkl1	6.997647316	7.045999317	6.840077541	8.901545842	7.812338202	7.22138347	6.388016711	8.204597797	8.252182167	8.46195556	8.395978621	7.267836328
Dlg2	4.435453025	5.062417493	4.453532943	6.347155379	6.187792156	5.673281276	4.361033726	4.436468366	4.733286543	5.299431504	5.709047041	5.458841304
Dlg4	6.894183162	7.238651696	6.932219477	7.61929733	7.745736164	8.02094902	6.858359861	6.079388779	7.779771547	7.636693491	8.221226201	8.124579385
Dlg5	6.126266006	6.17473098	6.432275746	6.166736866	6.644924351	6.373599494	6.2826937	6.258403972	6.271978384	6.128036608	6.135321438	6.31994483
Dlgap5	9.591108833	7.624157203	7.802839226	7.204770663	7.532322155	8.5897545	9.118363533	9.192313653	8.3289843	8.3111634	7.095693093	8.850194965
Dlk1	7.260590275	7.438262906	7.374840975	7.251665133	7.535537968	9.228783024	7.060780581	6.830481615	6.966002981	6.842998311	7.046710044	9.691183778
Dll1	5.943898672	6.396164628	6.389588608	6.035723605	5.977366941	5.919753221	6.100229904	5.897696642	5.892863346	5.844110677	5.985481455	5.824991825
Dmpk	6.725653462	6.956176911	6.962749898	6.717694699	7.468143133	7.230071048	6.66902204	6.913538702	7.0883335	7.018440005	7.089205045	6.804620228
Dmrta1	4.776849714	4.989452405	4.784870368	4.314280815	4.606384977	4.973116823	4.719351398	4.60953041	4.598603411	4.474046599	4.611449795	4.427451973
Dmxl2	4.910922899	5.515416002	5.49911346	6.75371907	6.771221814	6.436050207	5.544789316	4.889427302	5.747392771	6.171992384	7.227197473	6.088265647
Dna2	9.497626669	8.812053893	8.714871237	7.996728062	8.482949363	9.280483903	9.103655605	9.415970617	8.508756843	8.667292178	7.912333103	9.584291905
Dnahc12	4.239634805	5.437607275	4.759139851	4.161232007	4.609201397	4.364117141	4.332507446	5.462436833	4.257418016	4.42489858	4.325170512	4.25390609
Dnahc7b	3.784298068	4.093750303	3.754745007	3.385196321	3.69886299	3.918596135	3.843682414	3.549570606	3.527677171	3.469195713	3.554081262	3.566547287
Dnahc8	7.540031145	8.363752586	6.470253222	7.773611784	7.863091428	6.781010365	6.956657263	7.854613474	7.857716995	8.023679237	8.464058575	6.970608661
Dnajb4	6.298894713	8.872028254	6.94472143	8.903433908	7.848440793	7.946706495	7.005673574	8.941952713	8.048217382	8.671191275	8.180336363	7.838917741
Dnajc15	8.598786257	8.393231484	8.585360064	8.014107159	7.157277536	7.277966156	8.450386342	8.522527589	7.975167578	8.211207172	7.33273001	7.647301556
Dnajc6	5.636797637	8.114327459	7.39525478	7.914804674	7.982067786	5.440228012	6.69769321	8.710672143	8.699501314	8.847095097	8.831562293	5.388883504
Dnalc1	4.543029758	4.443967943	4.538714041	4.738611131	4.377716072	4.34563056	4.320696469	4.201084905	4.731462954	4.79528642	4.655615154	4.624343664
Dnase1l1	7.819587081	6.640173342	6.775335048	6.533544141	5.978798152	6.181835377	6.639190673	6.448678816	6.279361715	6.18408189	6.368341739	6.345020181
Dnase1l3	4.455193494	5.372391482	4.450151097	4.498578522	4.459918992	5.118947992	4.39459874	4.46944646	4.325267672	4.29255355	4.284435166	5.665067252
Dnmt3b	7.030935973	7.843276011	7.756083019	8.295214857	8.598426746	9.819413152	7.608290804	7.322288724	8.368676912	8.50261782	8.813791023	10.10185831
Dntt	8.176153198	7.379143964	5.425517491	8.54847002	5.082120648	5.322949642	8.759591183	5.522517192	10.93183683	5.946986958	6.460062114	4.665677007
Doc2a	5.699306388	6.127076067	6.074232822	5.683025473	6.087203982	5.912362447	5.673676078	5.842051087	5.841254862	5.687042487	5.831324136	5.823927648
Dock1	7.024175228	6.631512493	6.397190302	7.891593559	8.357804161	8.293426892	7.258372876	4.689424971	6.981575844	7.789772281	7.930811244	8.169057872
Dock4	6.792100932	5.73783005	5.198086799	4.803888292	5.249583131	5.316384723	5.70629386	4.780955702	4.982035261	4.990923103	5.038661512	5.393706207
Dock5	7.874444116	7.989175915	7.263332119	7.59441966	8.089973349	7.227786634	7.379067844	7.727667961	7.446328197	7.959234029	8.044353315	6.950644541
Dok3	9.556255238	7.888968462	9.679049221	7.711790849	7.95028235	7.110466953	9.061435191	6.934341344	7.421587294	7.480532936	7.760873161	7.499293412
Dok6	5.026594999	5.730421226	4.809037085	6.469434521	5.553108563	4.954625952	5.088070908	4.624720898	5.509694259	6.295574266	6.140476018	4.925752621
Dopey1	7.48615175	7.654309148	5.836012472	7.478278595	7.441569518	7.273259752	6.8828574	7.414830238	7.443036356	7.56941362	7.573851397	7.257115308
Dpep2	6.181062785	5.762740799	4.991669982	4.630754919	5.084591569	5.214693428	5.191696871	4.79799347	4.882342253	4.847150077	4.679054031	4.595584219
Dph5	7.943539471	9.154927952	8.118365264	9.000400161	8.073320401	8.323393189	8.588795949	9.027766557	8.668555466	8.981362779	8.287203076	8.284040495
Dpp10	3.794745093	4.029342449	3.922559428	3.473890792	3.84563055	3.970684962	3.841909401	3.786695674	3.71376179	3.68731269	3.994480162	3.627028944
Dpp7	7.489241861	7.139244875	7.422064205	7.026564385	6.948752678	6.736181366	7.175305026	7.405571654	6.711981459	7.017460973	6.85715411	6.740374439
Dram1	7.456425333	6.630714155	8.030136303	6.378890165	6.707528011	6.229756458	7.63475927	5.752757956	6.233449994	6.256479508	6.314140606	6.277558941
Dscam	5.612810518	5.999205172	5.978293271	5.280213996	5.312131469	5.738185959	5.560411305	5.497471857	5.649039128	5.34243563	5.581490849	5.263466398
Dscc1	7.632867275	7.19442938	6.672999948	6.102010677	6.020708129	6.607581839	7.233921605	7.54709812	6.686856955	7.018234124	5.635402283	6.940061012
Dsg1b	3.956171295	4.495580049	4.056852275	3.689150037	3.722524314	4.266426759	3.967869491	4.314750898	3.779285989	3.920888742	3.849435545	3.644265857
Dsg2	4.842539757	5.423213417	5.053427073	5.142827289	5.112590328	5.97900402	4.981574131	4.708035453	4.933879462	5.047599459	5.076437954	6.13843155
Dtl	9.691175459	9.244373707	8.336464755	8.556733777	8.392710389	8.742612261	9.594207019	9.829915901	9.332697082	9.603404175	8.187823821	9.196856835
Dtx1	6.565472783	6.313507988	7.075042665	6.412417984	6.753037084	6.614933101	6.548164295	6.796829386	6.673386818	6.670018136	6.489076712	6.329105652
Dus4l	6.63129397	7.421708465	6.665954556	7.234118382	6.48444806	6.961931188	7.315853903	8.318107111	7.079621313	7.326614644	6.852280638	6.931961926
Dusp1	7.806275932	8.070048204	7.042636313	9.17016685	8.981818602	7.650645383	7.719339304	6.58638796	8.080098265	8.351418527	9.311830039	8.089876275
Dusp10	6.705040675	6.158128962	5.924175123	6.073643884	5.932458872	5.979281514	6.151534141	6.012577612	6.026946092	6.090596237	6.431610703	6.084356645
Dusp16	5.687963957	7.079946586	5.466515102	7.361222977	7.081259726	7.447580849	5.231908518	6.802606187	6.467025095	6.970036271	7.436549985	7.848428586
Dusp2	7.045239452	7.947291819	8.086923321	8.710020944	7.840845258	7.556499668	7.461107231	6.978874022	8.762511435	8.154366753	8.584290965	7.940738194
Dusp3	7.581674622	7.20485721	6.727438568	6.723946213	7.393846041	7.506565712	6.481556743	5.724418352	6.26263047	6.386219472	6.455331056	7.268185932
Dusp4	5.58658362	5.830422669	5.814326534	7.29666725	6.848882874	6.556702743	5.74736681	5.429351502	6.048778925	6.497098166	7.156518305	6.933197281
Dusp5	7.709305572	7.005575149	7.268455291	7.266268389	7.120696494	7.345361185	7.401467776	6.78066771	7.65743529	7.282137667	7.503760822	7.697249433
Dusp6	8.198398711	8.104452249	8.549842798	8.965417312	8.454004349	7.653802628	8.266611033	7.125371106	9.178635972	8.881810662	9.112254694	8.830430275
Dusp7	9.27806159	8.243576739	8.800547917	7.639566698	7.941298845	8.582180378	9.127760686	7.745019459	8.099570839	7.875830736	8.403181784	9.002262158
Dut	7.900575624	8.40908518	8.544359159	7.539134766	7.411446867	7.558564338	7.88987971	9.429437081	7.923481404	7.95035322	7.020857001	8.018611087
Duxbl	4.743692682	5.379792487	4.791588361	5.055810243	4.910724668	5.179381	4.8974147	4.768483421	4.629205056	4.651803706	4.634198274	5.025471815
Dzip1	4.987367863	5.405493795	5.059994046	6.08169824	5.979749473	5.63551547	5.089794727	5.446264502	6.134870869	5.703236389	6.859343863	5.842850642
E030002O03Rik	5.29749103	6.149407741	5.346587011	6.034636851	5.908923363	6.298315561	5.38284706	5.474666415	5.892643597	5.911099524	6.202210693	6.193408067
E030037K03Rik	4.251459056	5.704671423	4.785853915	4.694224611	4.713637167	4.744342318	4.035524208	4.243863265	5.739907494	4.625457537	4.664532143	4.244167815
E130112L23Rik	7.094659047	7.303031357	6.858753128	7.796363705	8.127078648	7.552597377	6.481552975	6.478665281	7.149703432	7.726674231	8.29187119	7.490237175
E130203B14Rik	6.339015611	6.637627634	6.5784995	6.372545877	6.77091712	6.373073942	6.424171889	6.220841657	6.433222375	6.283813455	6.434753311	6.730212654
E130306D19Rik	9.22499851	8.277860877	9.270221963	7.389954794	8.059454428	8.339638036	8.859877328	7.697828715	8.726587898	8.551023756	7.874087286	8.394178201
E130311K13Rik	6.167509137	6.93656433	6.46770064	7.400149652	6.692567615	6.84847063	6.416939363	7.296060428	6.859386938	7.120799291	6.800764465	6.583078253
E2f2	8.175796195	7.184806429	7.216195185	6.515565286	7.218269057	7.596173353	7.536669697	6.892471781	6.868490465	6.682596471	6.844403648	7.985070586
E2f3	7.83535041	7.642324678	7.147960255	7.437432501	8.082931398	8.194510968	7.680720987	7.832327063	7.52241597	7.975584333	7.785444621	8.433154968
E2f8	9.605035715	8.592532908	8.699486855	6.94931431	8.661064648	8.754620312	9.18670746	9.509967153	7.808451984	8.01977835	7.456430536	8.723940072
E330020D12Rik	5.663519205	5.714525785	5.42259632	5.000366638	5.227201967	5.31354094	5.240783701	5.196770298	5.380724254	4.942059339	5.052036157	5.324045499
E430024C06Rik	4.120600774	4.694785495	6.034095368	4.5253193	5.871466666	3.882861474	4.483620181	4.015127321	3.382065428	3.846658788	5.553589875	4.140839994
E430029J22Rik	4.151130901	5.013218812	4.611182219	4.417208924	4.443885086	4.897784158	4.450580035	3.828596042	4.597727811	3.953009089	4.37264338	4.42512021
Eaf2	4.666839895	4.753208725	4.435192964	4.828227053	4.472474774	4.48808649	4.625658195	4.537435856	4.498522145	4.474630726	4.488615693	4.40635639
Ear1	4.438929325	5.432576976	5.497402662	4.375261902	5.14464193	4.558032881	4.762054648	4.276779519	4.55254922	4.55837173	4.975069152	4.783778789
Ear10	4.162481295	5.268483052	4.935458176	4.376600637	5.023589517	4.306597643	4.323994477	4.266505469	4.474257561	4.588612707	4.890445071	4.601143813
Ear14	3.41612362	3.793921886	3.431105867	3.281025577	3.443248585	3.732533325	3.439179846	3.344395339	3.329927262	3.380015958	3.24088417	3.323896031
Ear2	4.279892206	4.904739377	5.013532234	4.054949746	4.918026788	4.473795568	4.441899514	3.950440419	4.450693297	4.342327173	5.145540243	4.284954544
Ear6	4.787756324	5.671119253	5.452968755	4.775354364	5.336654727	5.146332089	5.189628233	4.839717775	4.938121091	4.919487872	5.158866145	5.236997665
Ebf1	5.05867294	4.952524608	4.503092149	7.299770636	5.126203357	4.660025376	4.572657283	4.684400789	4.437410861	4.402309471	4.817730688	8.880436974
Ebna1bp2	8.853052707	9.056643269	9.447454049	9.069673617	8.043069766	8.519458034	9.322151169	9.963397175	8.873133392	8.974510097	8.287548942	8.689781376
Ece1	8.607506139	7.070123629	7.174982923	7.787258969	7.890574572	8.094859934	7.444308711	6.534712966	7.305510032	7.568524678	7.884116576	8.355775252
Ecm1	6.223553195	6.99054706	6.720956051	6.940062187	7.212340738	7.831749961	6.473599691	6.689144678	6.422493725	6.627819112	6.735110088	7.612252964
Ecscr	6.124386729	6.735784129	6.149598778	7.175512957	6.927449689	7.892573982	6.261369086	6.049925854	6.461666065	6.512768902	6.907635796	8.085343653
Ect2	9.761361298	8.735988175	8.138934409	7.60629268	7.368104517	9.43884008	9.661313333	9.252237882	9.332843627	8.897041769	7.890467365	9.866897626
Edem3	8.272048702	8.475138805	7.620791168	8.129882813	7.833390863	8.056790149	8.502526728	8.777950272	8.305061713	8.262106124	8.067805228	8.459593093
Edil3	3.989396392	4.181826103	4.09380804	3.668849064	4.026333837	4.449803454	4.17720291	3.95809562	3.973928064	3.809182895	3.943365015	3.811943631
Edn1	4.921076056	5.873612673	5.344714894	4.967692765	5.320866121	5.233755153	5.052378215	5.269177184	5.41638714	5.150539368	5.232991976	5.264750342
Ednrb	5.27231812	5.323762757	5.072473146	4.59356492	4.929185014	5.119320206	5.25190841	4.858980586	4.708689388	4.752555934	4.677558981	5.360120178
Eef1e1	9.124355106	9.545602592	9.46629845	9.003076533	7.733806016	8.258269377	9.43074587	10.63856058	9.067312943	9.219138141	8.119001962	8.684970529
Eef2k	9.157639571	8.98745759	9.315918417	9.631287604	9.213231751	8.454324247	9.09543509	8.541391515	9.798603266	9.720181401	10.15727951	8.693073779
Eepd1	7.380076295	6.701459648	7.06070998	7.111387142	6.732512976	6.226773745	6.977697023	5.60572544	6.479595975	6.586117697	6.927445739	6.225443648
Efnb1	6.997452748	7.424671878	7.309317485	7.207978073	7.458713371	7.295422738	7.02935791	7.049895913	7.112966444	7.06303153	7.563398407	7.313444045
Efnb2	5.675266443	5.795025309	5.783941138	6.161645198	6.215068286	6.46715175	5.55032302	5.548997564	5.612172593	5.489905747	5.682091007	6.561316207
Egfl6	4.60386764	4.786251328	4.728513743	4.281797146	4.816260069	4.701547209	4.680487523	4.563810979	4.504194512	4.427549188	4.495290094	4.866532176
Egfl7	7.741389681	7.590559356	7.898605015	8.823490591	7.543950778	9.679750081	8.546147074	8.095029841	9.301703325	8.483859098	8.28440293	10.58096561
Egln3	7.11994542	7.118921352	8.735943849	7.067374124	6.471113199	7.844021518	8.40192949	5.032455741	7.688240516	7.197658528	7.598462974	8.162862583
Egr1	6.216468446	6.366206794	5.884867323	8.198317178	7.452334602	5.79426769	5.840059491	6.02727461	6.359266385	6.165847639	7.088063485	5.751943005
Egr2	6.049478301	6.394248311	6.146595489	5.611528484	5.964426358	6.143540358	5.998550566	5.836469528	6.109642635	5.82924958	5.873414582	5.623335759
Ehd2	5.375886259	6.222902105	5.419057913	5.699884729	5.681431461	5.801095696	5.381442586	6.762803905	5.411229624	5.200494545	5.399392153	6.087364183
Ehd3	5.678467277	7.263722246	6.188298712	7.110655214	8.243542942	7.707275835	5.708496273	5.94071177	5.920775627	6.184487598	6.910083431	8.1723735
Ehf	4.627254681	5.426128867	4.83628605	4.572489538	4.912395982	5.229513582	4.897622834	4.746033231	4.759075919	4.766319529	4.909813098	4.683463471
Eid3	5.556630713	6.825753833	5.461735903	7.183654899	6.913861182	6.880786321	6.047542751	5.784363947	6.714259258	6.749210429	7.345600697	7.800280961
Eif2b3	7.625017401	8.490311996	8.482858096	8.067773863	7.293532958	7.756382188	8.322235987	9.364001873	7.675766542	7.959351994	7.554673007	7.89146263
Elane	7.727395908	7.860810441	13.07445023	5.914133149	7.721291535	6.116408426	11.24024185	5.365010077	5.739401241	6.952811124	7.901373976	5.879406807
Ell3	5.192759662	5.968912117	5.261293857	5.334817332	5.481901661	5.537831335	5.211889592	5.404654525	5.226574035	5.179236339	5.541308324	5.308105996
Elmo2	9.521808618	8.131852074	8.587037012	7.990833497	8.036997957	7.81663725	8.624544234	7.287509234	7.977895228	8.106303036	8.030292483	7.902655787
Elovl6	8.487750147	8.703980031	7.211826661	9.347609337	8.200267293	8.907750146	8.709296495	8.373318469	9.109214668	9.169933142	8.681930364	9.633950621
