	PRET.DN2.TH	PRET.DN2-3.TH	PRET.DN2A.TH	PRET.DN2B.TH	PRET.DN3-4.TH	PRET.DN3A.TH	PRET.DN3B.TH	PRET.ETP.TH	PRET.ETP-2A.TH	T.4.LN.BDC	T.4.PA.BDC	T.4.PLN.BDC	T.4+8INT.TH	T.4FP3-.SP	T.4FP3+25+.AA	T.4FP3+25+.LN	T.4FP3+25+.SP	T.4INT8+.TH	T.4MEM.LN	T.4MEM.SP	T.4MEM44H62L.LN	T.4MEM44H62L.SP	T.4NVE.LN	T.4NVE.MLN	T.4NVE.PP	T.4NVE.SP	T.4SP24-.TH	T.4SP24INT.TH	T.4SP69+.TH	T.8EFF.SP.OT1.12HR.LISOVA	T.8EFF.SP.OT1.24HR.LISOVA	T.8EFF.SP.OT1.48HR.LISOVA	T.8EFF.SP.OT1.D10.LISOVA	T.8EFF.SP.OT1.D15.LISOVA	T.8EFF.SP.OT1.D15.VSVOVA	T.8EFF.SP.OT1.D5.VSVOVA	T.8EFF.SP.OT1.D6.LISOVA	T.8EFF.SP.OT1.D6.VSVOVA	T.8EFF.SP.OT1.D8.LISOVA	T.8EFF.SP.OT1.D8.VSVOVA	T.8MEM.LN	T.8MEM.SP	T.8MEM.SP.OT1.D100.LISOVA	T.8MEM.SP.OT1.D106.VSVOVA	T.8MEM.SP.OT1.D45.LISOVA	T.8MEM.SP.OT1.D45.VSVOVA	T.8NVE.LN	T.8NVE.MLN	T.8NVE.PP	T.8NVE.SP	T.8NVE.SP.OT1	T.8SP24-.TH	T.8SP24INT.TH	T.8SP69+.TH	T.DN4.TH	T.DP.TH	T.DP69+.TH	T.DPBL.TH	T.DPSM.TH	T.ISP.TH
Cdhr3	5.252930296	5.251717199	5.216355914	5.181309317	5.552894481	5.429742041	5.411542624	5.330802175	5.418539108	5.337958417	5.234842334	5.424493291	5.57951105	5.434128896	5.598479351	5.83825512	5.872096147	5.505504593	5.409248357	5.431038989	5.096951939	5.431628531	5.233949398	5.470115991	5.399757283	5.340959205	5.429673983	5.485973102	5.278163214	5.370371229	5.283745251	5.225857166	5.459108069	5.531624749	5.556201006	5.369180289	5.18583748	5.400465064	5.223618191	5.487217277	5.496530524	5.368038437	5.579456743	5.659183903	5.364950565	5.464145457	5.32257596	5.190776819	5.699172179	5.522138422	5.258675949	5.350790707	5.192824089	5.384407903	5.31275471	5.986545186	5.701945439	5.237126449	5.521679998	5.242157867
Cdk1	8.590788127	8.646294087	8.238448927	8.868950771	9.071856592	6.939946256	9.138181336	7.939173283	7.098827978	5.780967947	6.305812786	6.31063641	6.797496822	5.770155102	6.408717521	6.453139461	6.55379899	7.517428985	7.044476088	7.091143732	6.614895812	6.487633728	5.908210859	6.048568974	5.848695543	5.70986407	7.750268389	6.787064117	6.780208158	6.143370968	7.336929302	9.529292428	6.35619312	6.195669124	6.319159071	9.131758034	8.634315912	7.73112349	6.498353533	6.261138998	6.705287712	6.465427638	5.722867628	6.225641265	5.907502409	5.821946564	6.187031989	5.808623592	5.981949286	6.400290856	5.824184005	8.064227559	7.803853429	7.271787637	8.895149606	8.003685994	6.262050358	10.93456719	5.961885669	10.26785665
Cdk14	5.753513616	5.802493101	5.630664653	5.599807239	5.642827663	5.572429913	5.513709702	5.780919843	5.954200964	5.726500652	5.738812414	5.512923199	5.609476236	5.745314432	6.174611484	5.442221415	5.703197622	5.326961523	5.56738522	5.359888919	5.429089223	5.388170016	5.405178913	5.757451794	5.719969205	5.379992573	5.493334571	5.535564664	5.632899257	5.624550326	5.397695737	5.522357116	5.764784916	5.878117961	5.910666713	5.648395454	5.607221799	5.72369598	5.67246023	5.668285568	5.699598826	5.543885581	5.714721757	5.818588568	5.908898151	5.597727811	5.487339491	5.626873243	5.932995004	5.695151253	5.474825382	5.509583952	5.466938115	5.633925199	5.567436941	5.730522217	5.697676532	5.401824988	5.719792194	5.328775441
Cdk2ap1	11.5386983	11.488336	11.20243569	10.97698184	11.68203071	10.99409205	11.92390862	11.10920167	11.20303988	9.179337869	9.430376024	9.3434438	9.027497359	9.144956692	9.446322062	9.69857156	9.116194095	9.081342557	9.618458186	9.516432103	9.721157192	9.602241336	9.314710194	8.971867501	8.923521664	9.852302398	9.26839439	9.36004473	9.316711296	10.37725844	10.57788583	11.0799061	9.200598676	9.07191405	9.046792245	10.35539287	9.901752476	9.364000596	9.308496717	9.06993931	9.254571132	9.149209141	9.660985466	8.970593994	9.424879375	9.078727859	9.03073058	8.894961319	8.333567298	8.749001762	9.49685604	9.052201036	9.213783233	9.280982443	11.63828642	9.518166143	9.378020454	10.53072001	8.965470705	10.93285078
Cdk4	12.022755	11.74549645	12.07717462	11.74997145	11.60205982	11.54253462	11.96446832	11.81816507	11.56172379	9.733617139	9.99518607	9.925316963	9.711816139	9.506443066	9.313211985	10.2787471	9.585606216	10.53867399	9.962310135	10.0634731	9.596839879	9.469245717	9.845059896	9.465460426	9.246211157	10.02779226	10.355212	10.65775319	10.5683765	11.0922903	11.31387449	11.62152197	9.589544914	9.471513461	9.27208561	10.47733123	10.11405033	9.373920112	9.503239532	9.58676293	9.988323921	10.12091482	10.35811035	9.908843599	10.07353963	10.03847052	10.21635745	9.890625032	8.946777347	9.689081936	10.38734969	10.61146249	10.61901943	10.57639745	11.75032724	9.270753256	10.28839586	10.67788912	9.168208777	11.53945744
Cdk6	12.21031385	11.92580437	12.20324532	12.20156018	11.13529386	12.19814164	11.75000919	12.02262605	12.47089075	7.719201469	8.832176558	7.64881318	8.555548794	7.460636913	10.1459855	9.539361692	8.973872832	9.204702448	8.458069022	8.597967239	8.904826366	8.313960491	7.66831181	7.310666702	7.89095551	8.123881489	8.37418515	8.523641929	8.501260257	10.53578386	10.34213943	10.09098439	9.001521447	8.717186989	8.934531687	9.564701623	9.352058364	9.228902845	9.085795088	9.302652859	8.180589152	8.410644122	9.38338901	9.132188922	8.918902732	9.230282844	8.746213434	8.615449894	8.563394212	8.31586673	9.116714422	9.180719259	9.30958746	9.178067235	10.72364254	8.54373224	8.638923608	9.744361269	8.35566339	10.96561368
Cdkl1	4.062789471	4.196221456	4.057983061	4.025330063	4.392413599	4.299049237	4.227810375	4.214225853	4.281357007	4.231903399	4.344533822	4.526859656	4.28536276	4.493403961	4.291431658	3.971319756	4.375171527	4.342270274	4.454961088	4.250524556	4.120238568	4.280404561	4.403379079	4.18614396	4.530670075	4.36939145	4.389052783	4.20673438	4.237443896	4.343888641	4.172479515	4.015934608	4.255055015	4.416366871	4.609577687	4.132379425	4.18354474	4.400358037	4.256180377	4.369278021	4.413993422	4.360572635	4.480835968	4.468697347	4.264277443	4.198847712	4.367881231	4.317067652	4.661455088	4.503412345	4.217499581	4.21683767	4.157844087	4.260484896	4.214238807	5.16249338	4.365454588	4.919368688	5.182769091	4.131320586
Cdkl2	5.280215233	5.490934288	5.181221843	5.330384506	5.519472712	5.345982948	5.538743007	5.210470692	5.119698548	5.880279822	5.580517871	5.809324402	5.997003298	5.935517895	5.711154383	5.532442686	6.001466746	5.742635051	5.95830137	5.626837234	5.518952613	5.650668836	5.723310082	5.84967907	6.161034104	5.642848837	5.714150251	5.572010448	5.605716552	5.532228633	5.630305475	5.82714832	5.675574145	5.967774216	6.423461359	5.674398504	5.486426921	5.96987343	5.965698105	6.078174296	6.140754801	5.471844264	5.763651472	6.227858498	5.985824864	5.799746145	5.478447682	5.463891607	6.144763595	6.161064682	5.420343161	5.567000805	5.564018365	5.717849125	5.269703953	6.199951043	5.687050421	5.269398513	5.820262373	5.105228283
Cdkn1a	8.39123872	8.537032566	9.226653746	9.064589731	6.241607595	9.071941394	6.782015335	8.316356965	8.840906455	5.56960552	5.602168821	5.302610291	5.148010777	5.232268055	8.730369935	5.414529085	5.419168058	5.40944638	5.387362541	5.629725747	5.693044556	5.702460849	5.416444568	5.463137423	5.497740089	5.275062004	5.217210032	5.309831015	5.305677527	8.37704	6.613295899	5.745147228	5.632520277	5.585508418	5.829170918	6.10797585	6.12404478	5.703260387	5.318572334	5.628635578	5.500841348	5.336108397	5.487346995	5.808669494	5.777983795	5.372242877	5.509016978	5.32829315	5.768961494	5.279259556	5.087271884	5.233481632	5.139951023	5.124544578	5.811050526	5.691204719	5.66366436	5.583770783	5.622285171	5.704746571
Cdkn2b	6.352692621	6.659236717	6.439905665	6.509737007	6.78250205	6.527544773	6.652118364	6.613179482	6.503141985	6.850265613	6.674846895	6.831205465	6.887564668	6.83626164	7.509480235	6.297753293	6.729845712	6.695731261	6.886950434	6.785434158	6.783375891	6.86339833	6.717667742	6.902208675	6.932101931	6.580114197	6.837140961	6.728174038	6.620554643	6.714150709	6.657320355	6.699269829	6.840354965	7.014273455	7.218501241	6.808761723	6.801724308	7.19831636	6.811146885	6.918096775	7.241714679	6.800166937	6.897773269	7.001111461	6.858801605	6.722858067	6.791837942	6.740718029	7.027851457	6.973529772	6.45736884	6.763891774	6.474062287	6.875588821	6.722054743	7.113155247	7.080097644	6.680672704	6.749868087	6.464605104
Cdkn2c	7.095247207	7.647703412	6.924162848	7.49255023	8.258228384	6.810649176	7.867639317	6.421314201	5.968172564	5.809529348	6.054969999	5.915055543	6.211630062	6.113895629	7.003442952	6.963984217	6.512392831	6.928295304	6.918930402	7.467231379	7.076271901	7.021583365	6.163835483	5.591069988	5.626598292	5.957933166	7.11748311	6.567432885	6.322721359	5.819525133	6.060017111	7.030285309	6.115731747	5.711692208	6.049414042	7.92397732	7.678593097	6.960361885	5.906550721	6.097527929	6.422703392	6.303144483	6.041561326	5.957812474	5.728792613	5.607660739	5.929805986	5.755071835	6.03354267	6.088874436	5.667981038	7.349432808	7.057711999	6.344659865	8.0671206	7.591437073	6.216364322	10.51890666	6.408204044	9.46315398
Cdkn3	6.665517368	6.653163227	6.519836722	7.069184432	6.882671577	6.13986646	6.799220739	6.330214775	6.061786996	6.134989597	5.95295436	6.155264179	6.300796093	6.13447903	5.925345945	6.038463252	6.225936194	6.504465734	6.568751144	6.613094987	6.553404025	6.239092483	5.846122189	6.042240858	6.021286496	5.960533719	6.698912057	6.374313846	6.126365826	5.961832433	5.828379399	7.312779967	5.916013188	5.984211083	5.874731812	8.030013776	8.087001494	7.109659001	6.361927403	6.022136963	6.206197783	5.93682322	5.939227361	6.063422047	6.025024364	5.772026391	5.892903407	6.121765573	6.338332891	6.114170571	5.878042736	7.065035854	6.729979588	6.393103249	6.663616925	7.123525495	6.482177644	9.918678964	6.671915594	7.979742044
Cdo1	5.605254299	5.675381251	5.453247584	5.832496383	6.013139143	5.751816282	5.756212926	5.534501584	5.471499642	6.040254647	6.329869872	6.009066442	6.617678053	5.943965072	6.44725904	6.171244864	6.06634756	6.326467239	6.091732975	5.925642656	6.027795441	6.327893911	6.059601158	6.252319144	6.335207215	6.398873636	5.944129107	6.179362421	6.089330064	5.826268819	5.76378601	5.565265098	6.265394387	6.266090632	6.435023455	6.374665673	5.963816261	6.370111957	6.000818798	6.356468991	6.153262197	5.976498825	6.266549195	6.17825053	6.255613085	6.581722319	6.013025216	5.951220982	6.384540871	5.965531887	6.057077636	5.845321936	6.367532404	6.152194914	6.160990085	6.420013532	6.249946506	6.393646151	6.325555516	6.025396511
Cdon	6.652056681	7.153032112	6.360876048	6.970888732	7.349045866	7.128141118	7.431681455	6.312515127	6.389076308	8.215635243	8.999938149	8.484170631	8.257686409	8.319768147	8.064995629	8.573430325	8.258939555	8.430896443	8.544595504	8.854303451	8.808208264	8.797721286	8.521208471	8.051196431	8.006427912	8.493322995	8.614709722	8.784601259	8.821993425	7.250849174	7.436072145	7.342367179	7.723124604	7.537342406	7.579302359	7.863095765	7.902872108	7.686219665	7.615257866	7.732583522	7.726773101	7.984921772	7.792503353	7.420527456	7.628102825	7.796273493	8.213532792	8.061957963	7.711279679	8.087704685	8.142054625	8.308801802	8.557490251	8.370672733	7.643624859	7.394637608	7.896199987	7.876933938	7.665004225	7.663163132
Cds1	5.122175723	5.129235613	5.211802655	5.008919335	5.264666533	5.018631207	4.967966297	6.091898667	5.658607098	5.172839506	5.087076656	5.105673888	5.520389769	5.41275669	5.433328939	4.889553041	5.320556883	4.98185874	5.287235865	5.059355278	5.009635312	5.109172479	5.215312312	5.248910489	5.29358568	5.05673633	5.296692331	5.18038394	5.199481281	5.165705634	4.977455479	5.052576745	5.328977645	5.188221553	5.437056249	5.200916256	4.982526667	5.531771325	5.260663032	5.294934371	5.41457193	5.102065984	5.093096724	5.325920634	5.278917735	5.106984761	4.95499035	5.201461355	5.414782751	5.874155134	5.133070269	5.149352864	4.787817257	5.227267441	5.0388122	5.794021562	5.410939163	4.963911799	5.164728632	5.136363672
Ceacam1	6.44852052	5.873900535	6.839511194	5.733400441	5.091330299	5.784797971	5.036264477	6.579536694	7.041266532	5.205926804	5.45327228	5.026614179	5.59010994	5.360734151	4.816203739	4.999706923	5.011278699	5.804900253	5.094573898	5.130311773	5.049354864	5.224087879	5.181171476	5.247019849	5.346625421	5.298101986	5.611073993	5.492847679	5.531968817	4.625459485	4.686360453	4.755085191	4.934444161	5.243887378	5.168924787	4.801049984	4.602951693	5.274879117	4.930440884	5.288508681	5.328157888	5.008040116	4.789452787	5.276433388	5.400594284	4.944685125	4.863545355	5.102361388	5.243872149	5.132898959	4.581558135	4.865097293	5.238256959	5.598264948	5.208694126	6.330834436	5.490528415	4.946242706	6.015413565	5.234184502
Ceacam10	4.715655464	4.717662716	4.758713581	4.764600936	5.197044968	4.96046074	4.919543489	4.688381807	4.674700742	5.063556151	5.026791208	5.116299596	4.914200934	4.942405029	6.763924518	4.80404323	5.065275022	4.461511097	4.718860249	4.749634377	4.984476944	5.197025304	4.768948265	5.062163456	5.106367166	4.984000259	4.954281628	4.829739646	4.902629963	5.128898247	4.908876941	4.814381228	5.005658979	4.998354991	5.144747962	4.859497515	4.889259361	5.405547687	4.968196761	4.887978479	4.987402732	4.902641217	5.030777472	4.927026499	5.272258392	4.763832919	5.018227632	5.061822271	5.45758882	5.295287114	5.096891517	4.849714094	5.060884677	4.833917252	4.905676618	5.786930861	5.178306975	4.638288198	5.091925458	4.721977757
Ceacam15	5.428657196	5.691507645	5.17599358	4.991732708	5.553796687	5.628833852	5.323278787	5.36140226	5.6061831	5.719282027	5.63490396	5.859678893	5.864873686	6.079706638	6.973908172	6.233294355	7.453269811	5.638193574	6.054721881	6.141934094	5.574487063	5.651292838	5.305678743	5.820708279	5.546233909	5.560322898	5.384554109	5.598002858	5.650876547	5.407367482	5.305538912	5.561193226	6.048262346	5.921889323	5.852830345	5.49198133	5.575563449	5.811628581	5.621420899	5.901673043	5.896598816	5.353051525	5.740753103	5.796014942	5.830216021	5.818044409	5.499811878	5.560005659	5.892893696	5.804657654	5.346131919	5.374455282	5.523574501	5.816830069	5.446008039	5.900650287	5.520437964	5.362582102	5.770742728	5.394364368
Ceacam16	5.754948949	5.537751109	5.675350197	5.774788377	5.947397321	5.804435666	5.777776509	5.785806845	5.891837158	5.93371111	6.000357248	6.032932475	6.149929985	6.037771691	6.199687393	5.730595579	5.944174409	6.230470112	6.221777213	5.822653678	5.652938641	5.898696103	5.881593657	6.073503217	6.09874062	5.894340625	5.888947768	5.973366367	6.062301634	5.882007961	5.937411095	5.596203177	6.116714076	6.318677169	6.493463207	6.005012163	5.962645415	6.362223223	5.979198424	6.355161368	6.338909867	5.939014171	6.031774524	6.298708714	5.961521466	6.044004248	5.71750827	6.056326294	6.502318931	6.278212784	5.830023714	6.059434598	5.827730123	5.967072517	5.755932632	6.431099737	6.177101894	5.8742404	6.106868938	5.563645253
Ceacam2	5.440558038	5.466543923	5.420627244	5.408197249	5.68614658	5.52263436	5.61266212	5.598102141	5.705901896	5.778898914	5.577196165	5.740152232	6.056522114	5.804715296	5.918838596	5.411193461	6.00242687	6.088589683	5.712462803	5.483728729	5.925325371	5.88928857	5.609765795	5.898545361	5.653806688	5.622567289	5.587468008	5.647644538	5.627295543	5.584003391	5.624191572	5.412303935	5.65825243	5.911551779	6.338453832	5.786750555	5.632260459	5.944637497	5.993819258	6.077186732	6.178805587	5.663819936	6.014870768	6.079761029	5.775943387	5.541782233	5.598101148	5.398831462	6.21490191	5.986258466	5.462039227	5.530546275	5.750776203	5.912518937	5.470745088	5.664689521	6.130304907	5.379061777	5.899739577	5.61000508
Cebpa	6.094366988	5.672903332	5.866668168	5.847663746	6.239024997	6.012260258	5.959266298	6.396994014	6.071290731	6.218641695	6.24320636	6.391140459	6.317000701	6.488122383	6.277671138	6.027354609	6.905267252	6.278207827	7.169020028	6.944677316	8.106077119	7.149249202	6.154824184	6.454555933	6.658082206	6.076365085	6.214670765	6.401070645	6.257758684	6.358286654	6.179242975	6.254223647	6.319143412	6.730756327	6.804751214	6.538981437	6.151009095	6.686310489	6.392128486	6.575962728	6.771143005	6.074404818	6.202603173	6.555759415	6.233425068	6.442022862	6.270312148	6.016558719	6.81660056	6.497106684	5.91213886	6.170362419	6.016108494	6.325482961	5.894959197	6.819668609	6.61079011	6.028917555	6.331051284	5.813442599
Cebpb	7.669729086	7.314866884	8.143156396	7.655404068	6.906276117	6.887413165	7.020240304	8.013010882	8.016696321	7.115093604	6.668328358	6.893063641	6.975088646	6.956072145	8.411902856	7.003189187	7.612463454	6.754745452	7.106210108	7.094830383	7.36108989	7.655082252	7.24345329	7.038111293	7.320868678	6.858159766	6.844069238	6.993734737	6.850403981	7.418378033	7.361914247	7.346644035	6.76474025	7.032110397	7.458421378	7.014323675	6.935779133	7.076667401	6.772985751	7.098965847	7.501347049	7.007638052	7.06581175	7.185576194	7.149699876	6.825136031	7.06243944	6.904578027	7.49440761	7.091557391	6.750136159	6.859896683	6.448497394	6.816904289	6.921063358	6.960459968	7.167160194	6.740086553	6.794431463	6.932997366
Cecr2	5.006845552	5.199807775	4.925071334	4.931784685	5.405312817	5.052456471	5.079975377	5.039819798	4.939708493	5.053836847	5.473683023	5.020468124	5.310155894	5.113069794	5.361754325	4.877040724	5.296730869	5.049350507	5.057328959	5.055574561	5.088913293	5.249492115	5.117706123	5.27728058	5.181605498	5.181740647	5.089291924	5.063241185	5.136184549	5.020996971	5.083055897	5.229068736	5.248853578	5.284654783	5.564160162	5.03421278	5.110134915	5.580355561	5.777939536	5.234344197	5.463947175	5.026205452	5.244517968	5.234434258	5.390051988	5.07059255	5.045250738	5.252442152	5.216828619	5.378015612	4.870239763	4.907666236	5.040522799	5.127759827	5.269353627	5.949774584	5.150617892	5.145786129	5.668488868	5.17421997
Celsr1	8.490246402	9.29344291	8.613300688	8.965838529	8.378430412	9.254131506	8.92047573	7.94413438	8.425817408	8.56576547	8.069056313	8.1677988	7.587325482	8.204069455	7.470171319	8.59430059	8.339599959	7.999678175	8.094324054	8.494176501	8.379325077	8.429268359	8.341758678	8.152047501	7.788664506	8.364339989	8.391245022	8.102558057	7.984020583	7.48183037	7.354446577	7.270766725	7.703058929	7.780776834	7.672659054	7.653092749	7.836147374	7.487480722	7.518509699	7.594074242	8.15762972	8.390240337	8.324245215	7.931714373	8.138898923	8.306324982	8.441912374	8.383756125	7.793894582	8.248849468	7.86512287	8.485270903	7.818648639	8.014650803	8.347861392	7.523178754	7.66519709	8.361859578	7.311810365	8.393744241
Cenpe	6.686628917	6.443479847	6.564850656	7.702567857	8.226961228	5.115869744	7.391635703	6.305971737	6.467982069	4.469200056	5.225226721	4.643411771	5.989316911	4.450934088	4.91794248	5.173232726	4.455182533	6.652006951	5.480929652	6.204904963	5.268686399	5.079363888	4.402708536	4.356282344	4.65206768	4.367474162	5.612003481	4.723516696	4.734006841	4.72981377	5.422349632	8.027822528	5.011069184	4.678993959	4.64488014	8.717626276	8.317318843	7.232159947	5.626626032	4.631822152	5.154219984	5.227943832	4.449242208	4.693804734	4.661678352	4.610538652	4.441107175	4.578163836	4.819693727	4.692326759	4.506902324	5.603483923	6.788151909	5.518690394	7.240591328	7.328898382	4.626698059	10.51279217	5.222261027	9.440941681
Cenpf	6.479026256	6.387362541	6.190858778	7.34420668	8.010498081	5.670782752	7.178055612	6.121936829	6.317430704	5.239964427	5.672865155	5.373386048	6.250859278	5.591370246	5.328451139	5.551876902	5.663091243	6.818703595	6.011917496	6.201436522	5.537328168	5.703336071	5.150244188	5.490397912	5.390965121	5.038017984	6.178251858	5.39420543	5.566988632	5.333452358	5.525543777	7.360615796	5.286947664	5.47161019	5.389437748	7.869251648	7.757359783	6.846886071	5.933052463	5.539257056	5.740988705	5.604622907	5.238751199	5.632060231	5.371389841	5.212778128	4.977476849	5.297835814	5.662079192	5.841095061	5.05317362	5.996870016	6.700817914	5.801087934	7.068089632	7.567617189	5.543050386	10.80422701	5.681285271	9.082330298
Cenph	8.889668935	8.27249029	8.400546255	8.519932624	8.944373953	6.491468861	8.695866602	7.680757081	7.438240031	4.222322861	4.622696128	4.682500262	4.59718948	4.4420743	4.443741456	5.344611934	4.789880502	5.315323491	4.880471668	5.461506732	5.174037495	4.599968367	3.93650917	4.50859345	4.379045599	4.257742344	5.24628393	4.372172052	4.714976298	4.868676889	6.554491134	8.420699659	4.328420021	4.425868798	4.57942456	7.635008961	7.011136665	5.50663156	4.559053268	3.97337249	4.527664662	4.850404398	4.613686836	4.247897141	4.273206281	4.476398971	4.178876613	4.446298142	4.685207592	4.49697997	4.914196149	5.586277359	5.918466541	5.681109073	8.660524843	5.437794787	4.294338921	8.215290791	4.166072676	8.171748757
Cenpi	7.463627633	7.21158902	7.113305646	7.623283809	7.961322736	5.661801846	8.027278665	6.453754058	6.429349828	4.509541727	5.190284962	4.966022791	5.085241928	4.637105922	5.264856661	5.042641419	5.070644783	6.17937171	5.433233226	5.790262036	5.273793113	4.951183674	4.501564407	4.430010894	4.889003763	4.57314727	5.690833305	5.065460297	5.212901312	5.325354031	6.484214948	8.187403544	4.828365858	4.685557098	4.910394491	8.007025398	7.545727231	6.401933613	5.011269007	4.746137167	5.324299378	5.052610072	4.468559424	4.64604454	4.784972416	4.714604544	4.633599767	4.528337935	4.921314133	5.121652313	4.844352173	6.35704052	6.55114735	5.967017166	7.679074915	6.209647012	4.767266355	9.3288242	4.58507671	8.644543951
