	MO.6C+II-.BL	MO.6C+II-.BM	MO.6C+II-.LN	MO.6C+II+.BL	MO.6C-II-.BL	MO.6C-II-.BM	MO.6C-II+.BL	MO.6C-IIINT.BL
Alb	4.267475872	4.617584517	4.397844025	4.471475797	4.461662791	4.127889113	4.945139463	4.200982933
Alcam	9.154160056	7.083689578	7.694031641	9.078327052	8.679683294	7.133186062	8.702499117	8.897949798
Aldh1a1	5.44169815	5.600585943	5.635907203	6.390206224	5.573095753	5.648463525	5.660318278	6.687195375
Aldh1a2	4.508308212	5.185763492	5.390601198	5.100637111	5.448747359	5.475749641	5.439161002	5.350315484
Aldh1a7	4.251719093	4.524264315	4.473148314	4.660706187	4.373752599	4.288474229	5.021273169	4.359106463
Aldh1b1	8.01270703	8.862304461	7.611330769	7.524418694	6.884361644	7.785288981	7.979930157	6.962499745
Aldh2	10.3138614	11.22801039	10.00694604	9.828494918	9.654885436	10.82441905	9.406796846	10.02429266
Aldh3a1	5.286722236	5.232004488	5.221696668	5.381642156	5.436366753	5.505336266	5.767706436	5.15924489
Aldh3b1	8.585569507	8.964478825	8.124933439	8.033856112	8.485765925	8.725720028	7.383113271	8.649926165
Aldoc	5.920125738	6.640248793	5.773663208	6.641033442	6.080398646	6.7985271	7.217551603	6.323601372
Alox15	5.413319896	6.321115749	5.531757812	5.730897137	5.715554341	6.166263528	5.575138337	5.470028546
Alox5	7.013397493	9.115917328	6.570353632	6.634081594	9.394091362	10.06457509	6.954417352	9.472129084
Alox5ap	12.15581829	12.04116105	11.7189459	11.64073065	11.32111522	11.59372076	11.41262833	11.7138099
Alox8	5.819895502	6.276449518	6.047638718	5.881906843	5.864844804	6.019912403	6.049266999	5.696697734
Alpk1	9.818864032	8.202591093	8.588896741	9.281303294	9.253451251	7.930820113	8.227724713	9.391567069
Alpk2	5.014136551	5.355807988	5.2508176	5.241082544	4.867066181	5.379203905	5.789927439	5.163362668
Alpl	6.294098099	6.614682364	6.626473695	6.582276489	6.58425676	6.846970458	6.851976357	6.305910347
Als2	6.970386635	6.861519547	7.028148452	7.074056165	7.074237818	6.90507045	6.712471286	7.335962853
Als2cl	5.552616844	5.827966335	6.070749957	5.499873519	5.456137532	5.876564422	5.65425651	5.390456521
Als2cr4	6.783909717	7.206725264	7.118028115	7.331277059	6.935341286	7.401956644	7.821454162	6.715054574
Amica1	7.312673643	7.303248618	6.926311415	6.640698524	6.036351671	6.338911649	6.46067295	5.792978174
Amigo2	5.62756793	5.966076641	5.989603024	5.742808384	5.595934746	5.997161412	6.102074385	5.514781898
Ampd1	5.282175361	5.541578853	5.621682677	5.279903346	5.451310036	5.482484767	5.876600436	5.39516565
Ampd3	10.50503738	9.236602156	8.228848346	9.080776586	9.631793753	8.691429593	8.138148135	9.664103095
Angpt1	4.176812099	4.618342429	4.479062375	4.78959885	4.268812385	4.767084457	4.731938069	4.820844747
Angptl1	4.698787071	4.613183903	5.124067533	4.98543971	5.096185938	4.877510324	5.386657497	4.918472107
Angptl2	6.154829583	6.857043353	6.467833755	6.481826335	6.570096291	6.927646425	6.759063265	6.400003651
Ank	8.332764167	8.606783836	7.826934002	8.966676268	7.494284792	8.229713845	9.205423916	7.502205194
Ank1	6.108487518	6.451098989	6.397215978	6.291597419	6.328729672	6.536359648	6.508846156	6.225628927
Ankrd13a	9.461825925	10.57035942	9.224480724	9.466777529	9.397118944	10.40044208	9.442185675	9.485403359
Ankrd22	5.227676907	7.232873373	5.597082186	5.298687638	5.294300931	5.53065239	5.382528924	5.245643211
Ankrd28	7.22001646	7.413822813	6.305888464	6.516403408	6.334984735	6.804498049	6.049380278	6.663543873
Ankrd33b	5.838058418	6.343350374	6.062108757	6.048190403	6.045295522	6.249541416	6.308846842	5.991078709
Ankrd50	7.21893709	7.14278339	7.121999318	7.236228228	6.98126073	7.092312109	7.082283722	7.214855101
Ankrd54	7.155920885	8.052345788	7.282042812	7.305463216	7.238933471	8.080601884	7.953796314	7.100378502
Ankrd55	5.091780217	5.433909759	5.265673175	5.357270476	5.310494635	5.541215383	5.404656227	5.207075249
Ankrd57	8.721913182	7.769274978	9.265280918	8.45868207	8.218169181	8.131256784	8.127568283	8.783394838
Ankrd6	6.063134743	6.365461004	6.17647637	6.319785305	6.319756106	6.322137871	6.416007892	6.109037881
Anln	5.923722847	7.806644778	5.325470368	5.145150273	5.01804658	5.89475472	5.357002972	4.960090924
Anp32e	8.056653248	9.368880219	8.008230459	8.027481601	7.359042752	8.497916886	7.791968684	7.810165952
Anpep	5.372494801	5.593241212	6.447413892	6.331899846	5.478732414	5.681854954	6.910408283	5.161599921
Antxr2	8.872828247	7.702366648	7.854532235	8.623383683	7.294618452	6.741539793	8.310248086	7.661309947
Anxa1	11.0531686	10.75660313	9.539877911	9.833593157	9.385180464	8.652504062	9.327068221	9.568073729
Anxa3	8.282751144	9.387201465	7.751063527	7.505985646	5.576065555	7.963226139	6.645047364	5.703018172
Anxa4	8.546143086	8.489411943	8.806033779	8.311182931	7.246611878	7.652665267	7.633811887	7.635012687
Anxa6	10.61239839	11.20935066	9.929849423	10.30300757	9.624299153	10.57833863	10.25890488	9.665492828
Anxa8	4.971819421	5.326139421	4.935536752	5.02268739	5.213267562	5.158135023	5.622145555	4.871217754
Anxa9	6.098607642	5.819510657	5.107622316	5.593396601	5.241985056	5.629946207	5.487565132	5.010819217
Aoah	9.087828154	8.689139784	7.805011646	7.647906875	4.766695861	5.498742322	5.817715341	4.831664469
Ap1s2	9.803086384	8.401005915	8.779499405	9.248397815	9.55593509	7.576398431	7.781703296	9.935508603
Ap1s3	6.485200852	5.544921171	6.21815279	6.742769768	6.659915998	5.603392923	7.521044846	6.907968848
Apbb2	5.69734756	6.024205154	6.109538865	5.846756557	5.965165524	6.172906827	6.291703005	5.708638077
Apobec1	11.81073852	9.720473372	11.04267518	11.30718257	11.20895879	10.22854808	10.01107368	11.30682573
Apobec2	5.733547772	5.965853532	6.103866869	5.939688906	6.156811194	6.313661861	6.285411467	5.942094069
Apoc2	8.076117591	8.647389708	8.842753341	7.854635082	9.406459714	10.34166863	7.816146553	9.731433627
Apoe	11.81149783	11.45472258	11.76767085	12.2494821	12.79764717	13.07187086	11.55325535	12.89325581
Apol10b	4.694049987	4.928844037	4.804550966	4.752609452	4.992870376	4.854635705	5.349043212	4.712382277
Apol7b	5.416812725	5.539627223	6.390537001	5.355605987	5.810047157	5.50373247	5.628923747	5.608282918
Apol7c	4.657178848	4.600041737	7.133900146	4.893561223	4.737959809	4.655044555	4.973530919	4.677821666
Apol7e	5.218641695	5.552702907	6.37738292	5.279425483	5.710690738	5.391815827	5.576859191	5.48091393
Apol9a	5.596611195	5.695353586	5.86201655	5.74746886	5.63979217	5.732441068	5.142039645	5.586227911
Apol9b	5.838629956	5.843619608	6.221271966	5.950854854	5.962573314	5.990613806	5.069347721	5.862240601
Apoo	6.038691505	7.062366402	5.972788371	6.17488508	5.715992182	6.266606036	5.58391316	6.110044131
App	11.53788236	10.80169306	10.40253005	10.96366844	9.769014463	9.635847906	10.129609	10.05017617
Appl2	7.849774759	7.02373144	7.181260279	7.168700195	7.653858984	7.213013142	6.649083691	7.695769627
Aqp1	6.1820427	6.638532453	6.960906664	6.591235088	6.429562406	6.796986598	6.36591383	6.397512067
Aqp11	5.189545215	5.652500836	5.557814424	5.496226909	5.5508068	5.625609495	5.396591082	5.286853801
Aqp3	5.716766884	5.923073097	6.182456596	5.827622588	6.141097584	6.188938907	6.106953364	5.699593274
Aqp9	6.034146737	6.727290159	5.565121886	5.966262026	7.123032416	6.12551266	6.235511673	7.061443778
Ar	4.130741462	4.322365646	4.316495751	4.350688179	4.406169283	4.451573801	4.564228769	4.337190144
Arap2	6.589884306	5.733784554	6.946069552	6.640276273	5.548959045	5.73347456	6.39079578	6.202088944
Arap3	7.663288871	7.9416232	7.139569429	7.167625545	7.16200404	7.342801538	7.442324828	7.078069662
Arc	6.478491366	6.739794558	6.696127853	6.222958439	6.533488595	6.630242367	6.547419752	6.606413208
Areg	5.812614595	5.982712231	6.150500105	6.112007807	5.964936885	6.124361913	6.318812118	5.793613453
Arg1	5.085722071	4.890629896	5.269950752	5.234289264	5.370819902	5.138243808	5.696163565	5.223945316
Arg2	5.87519602	6.812853294	5.98424071	5.513000079	5.546162897	5.296533272	5.702409594	5.487396307
Arhgap19	6.088862425	9.206211868	5.628789145	5.461177098	5.552988722	7.190987468	5.48226102	5.766272878
Arhgap20	4.229280279	4.582034065	4.584174815	4.591717311	4.684709353	4.577976596	4.583849994	4.308424952
Arhgap21	7.60213714	6.663367393	7.059037952	7.604646626	7.081670903	6.589163737	7.226822544	7.191857523
Arhgap22	6.190269815	6.431513762	6.684600896	6.568796231	6.359811044	6.678865827	7.371977845	6.169175006
Arhgap24	7.850121396	6.379095288	5.704210762	6.095226808	5.799491453	5.679708098	5.246848886	5.624923219
Arhgap26	11.33675887	8.968648268	9.578126403	10.49439978	10.03061369	8.619396992	10.11263309	10.0551531
Arhgap28	4.790671268	5.2867826	5.20714711	4.823097147	5.079087921	5.190186834	5.262848421	4.896890844
Arhgap29	5.081419169	5.114124057	5.019691538	5.291608469	4.86325955	4.809421304	5.24587591	4.741691328
Arhgap31	8.711968271	8.281488846	8.361630937	8.402176425	8.610749146	8.21537768	7.935182438	8.526932354
Arhgap32	5.845023295	5.846420603	5.764467358	6.119808505	5.468334049	6.096943508	6.414478065	5.695942605
Arhgap39	9.067983457	8.578793707	8.405201609	8.942390952	10.05677798	9.606395465	8.790315912	10.03752332
Arhgap42	4.075686647	4.32003211	4.375456536	4.411658992	4.240058591	4.385983159	4.987862002	3.974083219
Arhgap5	6.03334444	5.065369817	5.725354896	6.248707497	5.740312368	4.955842835	5.449151948	6.342619455
Arhgap6	5.487994342	5.274008142	5.933327133	5.385223937	5.405425718	5.22472461	5.672391396	5.338574881
Arhgap8	5.39909702	5.561870889	5.54179462	5.586512565	5.655678116	5.490404331	5.854525586	5.423724047
Arhgef10l	8.035393155	8.00886818	8.972732664	8.330498495	9.343551951	9.129785125	7.876703871	9.232831923
Arhgef18	8.951809236	9.236692952	8.361321688	8.446232654	8.403594951	9.17980901	8.522621153	8.489429498
Arhgef37	9.761583144	8.795125667	7.870401095	8.536620746	7.637524031	7.421797233	7.122227502	7.744396053
Arhgef9	4.255445341	4.395700352	4.226593301	4.464918713	4.586530579	4.323727936	4.869387795	4.172993074
Arid3a	8.810550535	8.834032328	8.366039768	8.110932861	8.912180685	8.719862454	7.763244574	8.868853353
Arl4c	7.485927765	6.795911507	7.887645084	7.638113911	7.599219959	6.838150047	7.127850431	7.617594263
Arl4d	5.378298903	5.994905516	6.074992732	6.029502212	6.240029961	6.278722638	6.142282723	5.775553658
Arl5c	8.242528832	9.232128681	10.2175789	8.737356196	8.598874323	9.226381123	8.304127227	9.06577957
Armc7	7.830844536	8.153756536	7.736780286	7.847679404	8.057091178	8.440261793	8.180673267	8.161223205
Armcx1	5.491761188	5.706748791	5.496126755	5.461694437	5.746234824	5.809061102	5.867545629	5.539305245
Arnt2	6.281901598	6.375089259	6.306501041	6.33241495	6.437837779	6.366231278	6.491958089	6.342416073
Arntl	7.523077317	7.052255025	7.40199105	7.360912617	7.669492773	7.379293738	6.988261472	7.885334831
Arpp21	4.871145454	4.947379397	5.023153313	5.014353805	4.893636452	5.062667168	5.203281434	4.922667885
Arrdc3	9.251074832	7.765941552	8.41007775	8.791606484	10.37145301	8.441206656	8.071329886	10.5458223
Arsb	8.459400196	9.151413722	7.992302599	7.848401773	8.093166639	8.38420267	8.572039827	8.059732084
Arsi	6.135499984	6.457099564	6.613049299	7.311412896	6.012711685	6.215076701	7.615176436	6.036652343
Art2a-ps	7.230732678	5.35631991	9.190397735	8.610171596	9.307136928	5.650605655	7.86298567	9.133127259
Art2b	4.637990788	4.907563696	7.252744582	5.217359984	5.58298044	4.781172588	5.617396936	5.661514755
Art4	5.476104053	5.6073895	5.887640617	5.82441316	5.793711243	5.738544481	6.373616023	5.652360863
As3mt	6.66685362	7.269520385	6.565310294	6.346269644	5.617768646	6.945593658	5.859637899	6.022197343
Asb17	3.818765366	4.490903811	4.204907571	4.141198426	4.099349915	4.207242139	4.470107311	4.00846179
Asb2	5.973539338	6.519629439	7.654370376	6.386914386	6.398108339	6.518985124	7.170433862	6.193329407
Asf1b	6.743685951	10.86628488	7.512562707	7.025404263	7.776228376	9.438696709	6.996792075	7.663471718
Asns	5.487802526	6.69599335	5.482295445	5.307288864	5.037665549	6.368392962	5.048946719	4.832213561
Aspa	3.779546899	4.151804709	3.881015228	3.89066394	3.960062188	4.041356893	4.298515359	3.95704352
Aspm	4.828169496	6.024985223	4.53697709	4.644185087	4.510363836	5.258020101	4.779028534	4.571492366
Asprv1	5.90908903	8.471949233	6.132107246	5.879066115	6.250188494	6.011725961	6.073867351	6.002172325
Ass1	8.495901917	10.80178212	9.458274129	8.832420746	7.64839893	9.51346969	8.699181667	7.850794049
Astl	4.664518869	4.997956238	5.523604818	4.981610662	5.216782713	5.02337365	5.269943897	4.906310516
Atad5	5.43186027	5.795592937	5.406473178	5.235042817	5.343992244	5.080389051	4.843029099	5.809691226
Atf3	10.51748128	8.131639897	10.35434648	10.63675194	9.328198513	8.171537781	9.725307032	9.496261362
Atf7ip2	4.129120876	4.296753502	4.267251126	4.364490724	4.333538229	4.342398293	4.314870509	4.30626224
Atg4c	9.276967825	8.04085518	8.315562457	8.385988766	9.382585554	8.432396997	6.948705962	9.627364216
Atl2	8.199757399	8.006742719	8.175800186	8.184167869	8.476796217	7.807799255	7.362584293	8.796504702
Atn1	7.561809805	7.440882453	7.853303524	7.775707719	7.911137284	7.523658133	7.801797908	7.743901199
Atox1	8.849597031	10.08387941	10.93976904	9.81759885	9.722969633	9.832325428	10.19944642	9.880160641
Atp10a	8.384071687	8.365843277	7.295479984	7.697090121	6.900749697	7.246797593	6.821201254	6.893644217
Atp13a2	9.198370224	9.745016209	8.804293786	8.909617316	8.944594503	9.725060757	8.569520522	8.681340961
Atp1a3	10.86645642	10.45464997	10.05799429	10.49598747	11.250885	10.93225273	10.04762515	11.14992736
Atp1b1	5.129494597	6.265057394	6.183431595	5.436743741	5.47030746	6.682423477	5.997132049	5.337469909
Atp1b2	6.140551002	6.246579736	6.366531463	6.293112329	6.346956003	6.207711332	6.587215703	6.164171216
Atp1b3	11.62983695	10.98656642	10.85447356	11.23552847	11.14341466	11.15276498	10.60763769	11.4205709
Atp2a3	9.306500585	10.44256038	8.141752426	8.344534562	8.593072294	9.41906002	8.404189353	8.644343594
Atp2b4	7.308065332	7.719800635	6.794499046	7.546771015	7.896256407	8.272705358	6.491315993	7.925218538
Atp5g1	7.572812379	9.058606925	8.52146251	8.160885911	7.769948562	8.502515324	8.469359559	7.694631181
Atp5l	8.631389897	9.126677546	11.09587641	9.955469014	9.901977904	8.276134023	10.12248158	10.19233474
Atp6v0d2	3.839267626	4.002597517	3.953280762	4.037379294	3.921702908	3.990277209	4.588777588	4.059111231
Atp7b	5.618660555	5.963437131	5.692052378	5.557584703	5.660760372	5.719428068	5.958618831	5.668180976
Atp8a2	5.701992554	5.969605631	5.733339878	5.760953642	5.653090121	6.046354269	5.812313384	5.526957699
Atpif1	7.85083692	9.82283704	9.203754935	8.733903495	7.752211695	8.96487433	9.529928774	8.058300042
Atrnl1	11.1962251	9.102117264	9.215104374	9.769413731	5.850614425	6.87744693	8.571606092	5.854274481
Atxn1	6.299151836	5.92398821	6.226591375	5.436904721	5.627493029	5.848078724	5.98110486	5.592161591
Aven	7.853695054	7.842350134	7.644415607	7.692228639	7.477119535	7.429756545	7.379319878	7.637286948
Avpi1	6.60037334	6.687630895	8.125591353	7.354643452	6.909705311	6.934105604	8.341621559	6.858629067
AW112010	7.377712602	8.016111095	8.85712497	7.657669537	6.998921521	7.821191898	7.045856839	7.80262105
Axin2	5.850778591	6.145991228	6.361233799	6.189258569	6.117070585	6.237062058	6.228182803	5.952399269
Axl	7.866471181	7.90028579	9.591379285	9.861118759	6.01956849	6.811192706	9.655569361	6.382118703
AY036118	11.81396703	11.18242833	12.63653575	12.59496673	12.40153949	12.00951509	13.05286205	11.5131371
AY498738	3.989475113	3.965454928	4.084682269	4.036916478	4.104319884	4.000261465	4.146064567	3.983201581
AY512938	6.397078467	4.74374294	5.431518219	5.980457221	6.917304046	4.579835843	4.666799191	7.154158064
B230118H07Rik	4.439423673	5.269806168	4.972135072	4.577420771	4.198171947	4.896294457	4.655371866	4.392013738
B230120H23Rik	7.479562025	7.504928336	6.243606251	6.890237926	6.843064913	6.799736217	5.801033165	6.891286237
B3galt5	4.932195063	5.336153635	4.891373819	5.137664725	5.062771487	5.068448686	5.106279215	5.008657194
B3gnt2	7.945482464	8.342162546	7.744878451	7.564096126	7.42466768	7.83410904	6.651069635	7.608574638
B3gnt5	5.594557507	5.349210742	6.256085372	5.224466092	5.068997486	5.527353974	5.372737975	5.311292392
B3gnt7	6.521655922	6.890520057	6.944599627	6.623075745	7.007862638	6.918746783	7.196861751	6.567074146
B3gnt8	7.31709992	8.381517284	7.127595795	7.079101437	6.379474544	7.090359465	6.895421387	6.421423613
B430306N03Rik	8.937947449	8.756657169	7.286567926	8.476808568	8.278548655	7.69018147	7.107392857	8.67631939
B4galnt1	9.631811666	10.19401923	10.00539152	9.580044456	10.99922589	11.02130461	9.712386851	10.91608696
B4galnt2	5.41211308	5.476120259	5.519192762	5.550965289	5.740423014	5.6904888	5.759856234	5.742894952
B4galnt4	5.912533308	6.527861152	5.910666313	5.913999963	5.846079554	6.103997615	6.375077671	5.63537829
B4galt4	6.295261396	7.117437742	6.228636579	6.610238911	5.837660728	7.053056292	7.106000147	5.873312695
B4galt5	10.20683224	9.325585496	9.710653204	10.20109099	10.6838078	10.13284392	9.829587337	10.85204069
B4galt6	7.997724835	6.281042274	6.811518127	6.760698217	5.577232427	5.662556824	6.69046389	5.691392903
B4galt7	7.053365886	7.48971151	7.086690015	7.263340883	7.039775027	7.460024969	7.471716666	6.989662434
B530045E10Rik	4.843886724	5.040077069	5.05916489	4.824554029	4.943264981	5.03244766	5.154988185	4.968678772
B930036N10Rik	7.041270365	7.765149048	7.020551463	5.566806023	6.910267356	7.617523543	5.233989649	8.169780023
B930095G15Rik	6.001216761	6.046432853	5.950217989	5.880421872	6.193515504	5.959332768	5.82612515	6.037988343
Bace1	7.093373898	7.678814429	6.868503223	6.958217836	6.765003583	7.719843065	6.722767238	6.794429643
Bace2	5.352088755	5.909898682	5.778424123	5.75719397	5.820476408	5.852435876	5.574281682	5.554483869
Bach2	6.701962068	6.437838056	7.551597788	7.663052569	6.951570311	6.907155466	8.078850499	7.27098728
Baiap3	6.335289109	6.642718898	6.463921571	6.507516115	6.680545189	6.621919505	6.705556363	6.257120401
Bank1	6.128418515	5.275351037	6.860405421	6.328516963	6.134368817	5.238394548	5.841303932	6.141484291
BC005685	6.415889339	5.79920908	6.540376573	7.15391475	6.578962104	6.009481545	7.539593106	6.451503908
BC005764	7.010269987	8.452216663	6.672650686	6.779217689	6.620169963	8.307127325	6.416071248	6.497696664
