	B.FO.LN	B.FO.MLN	B.FO.PC	B.FO.SP	B.FRE.BM	B.FRE.FL	B.FRF.BM	B.GC.SP	B.MZ.SP	B.T1.SP	B.T2.SP	B.T3.SP	B1A.PC	B1A.SP	B1B.PC	MLP.BM	MLP.FL	PREB.FRC.BM	PREB.FRD.BM	PREB.FRD.FL	PROB.CLP.BM	PROB.CLP.FL	PROB.FRA.BM	PROB.FRA.FL	PROB.FRBC.BM	PROB.FRBC.FL
Plbd1	6.956015402	7.419756291	7.116979473	7.836636995	5.846276001	5.533339078	7.305904268	5.695949285	9.128056806	5.947532135	6.071518854	6.437690494	8.748255253	8.202853233	9.011414477	5.812122742	4.810057442	5.943008612	5.532933018	4.972766165	8.676582065	5.06810325	8.83331493	5.188229467	5.782985108	5.120553775
Plcb1	5.046390651	4.98066666	5.1279455	4.91918433	5.197763192	4.819266243	5.241312675	4.94190915	4.907167887	4.974722026	4.807985105	4.821822443	4.884415579	4.951712117	4.951252072	5.068956656	4.8880743	4.94885311	5.061463724	4.677579652	5.113067014	4.919521242	5.117916292	4.698650037	5.079392334	4.813676886
Plcb4	5.301527289	5.1670568	5.412994866	4.842414043	5.194084425	5.223373635	5.02127391	5.01937871	4.87924505	5.007025024	4.87633358	4.912669024	6.910520814	5.211715712	5.534683141	7.546830039	7.180707492	5.565891615	5.279105995	6.146408806	7.505440811	7.20636028	7.122633897	7.271454313	6.225231863	6.415526017
Plce1	5.248322302	5.150185957	5.085965622	4.972868768	5.087448697	5.0555601	5.088326785	4.832869766	5.085107346	4.953215565	4.890826043	4.786883827	5.08230945	4.919255057	5.042978418	4.707279057	4.822852491	4.892959248	4.807899265	4.791303569	4.941569602	4.752750375	4.947292111	4.801239724	4.889802865	4.867143629
Plcg1	7.545653363	7.534411056	7.767603159	7.804483637	7.552266906	7.414015416	7.931442352	7.584008654	8.401620797	7.150223198	7.506114217	7.96010564	7.869945825	7.80332984	7.790446248	8.925634027	9.256473846	8.093153079	9.077480598	10.1190859	9.248487794	9.253306777	8.791996106	9.327087089	9.935695659	9.542834742
Plch1	4.77549835	4.864739175	4.873677058	4.732086454	4.951060861	4.682101311	4.990635739	4.616379264	4.722458738	4.666749019	4.548385246	4.717058548	4.648425176	4.671982093	4.749108726	4.66064487	4.646078152	4.765773408	4.818531903	4.748758186	4.871237471	4.730708784	5.016062796	4.757384231	4.913254852	4.78071604
Plcl1	5.813180905	5.959835056	5.81531583	5.603174304	6.292671948	6.321932303	5.768193148	5.423472845	5.54182146	6.132545998	5.952953972	5.944245482	5.322770623	5.549584467	5.470867621	5.633986936	5.677958251	6.451045124	6.458235435	6.045117471	5.875354956	5.63291767	5.891682255	5.735301026	5.944287656	5.783685386
Pld3	8.581201524	8.361114607	7.886331466	8.070367322	7.822781338	7.482268282	7.942075374	7.360199207	8.174281068	7.958865676	7.8424329	8.039357765	7.327835841	7.913481658	7.408617331	7.314290711	6.876981809	6.998015682	7.273222136	7.023717026	6.995177329	6.930746404	7.072671253	6.770266567	7.173311025	7.114792815
Pld4	9.487227964	9.576755161	8.774415908	9.516178752	11.07631952	11.52325065	9.611516804	9.151072368	10.88053205	10.93660845	10.44035618	9.508075885	10.81533681	10.42566994	11.13963787	7.75172564	7.632820997	7.126180982	8.39482736	9.231861809	8.206082167	8.748056402	8.716731937	9.523416568	7.470034622	8.529563429
Plek	10.12354877	10.31320711	10.04159395	10.32613624	9.118767212	9.685880537	9.882913122	10.91932804	10.03316482	9.212708022	9.6752298	10.1852862	10.08718356	10.43428311	10.0157044	10.00190992	9.321795316	8.429452494	7.265623797	7.118677074	9.77821126	9.021968427	9.431648552	8.83265292	6.755531228	6.231546971
Plek2	5.033801797	4.940196512	5.093033323	5.019896099	4.928989278	4.875989704	4.913438374	4.706797591	5.071978565	5.126968728	5.057819924	4.967293131	4.747856405	4.672040572	4.744663439	4.554105314	4.633621077	4.800891274	4.66290047	4.796225681	4.683756332	5.012515041	4.663794324	4.897429222	4.557898136	4.800739448
Plekha1	7.61496119	7.992030621	8.302546777	8.437901569	7.520769784	7.731733336	7.893756568	7.003741642	8.790048793	8.260497755	8.29060057	8.385193157	9.123889031	8.760698161	9.012408607	7.395363615	6.83416594	6.841736256	7.295695172	7.520804612	7.582699503	7.649719395	7.278319819	8.06896955	7.195490653	7.70709749
Plekha5	5.644835447	6.022620817	5.962451853	5.910282549	6.468912892	7.105883721	6.058934805	7.342549116	6.793603742	6.255525911	6.295659973	6.266605412	6.588552245	6.717892297	6.713602345	7.205210923	7.265017375	7.103672825	6.725015356	7.830718855	7.015927548	7.222446844	6.686476716	7.139752566	7.307458581	7.35188535
Plekha7	5.827725043	5.765278362	5.91511133	5.746838541	6.120963579	6.26872694	6.045958377	5.688709101	5.706792067	5.909025006	5.628307006	5.522838336	6.571878518	6.023119298	5.966222028	5.879705154	5.91831308	5.634613596	5.994850468	6.559180256	6.956454764	6.771057147	6.852015385	7.27681022	5.628604474	6.1635893
Plekhf1	5.101002869	5.153498663	5.122600941	4.990442114	5.514932299	5.509752839	5.190259278	5.288256423	5.235257316	5.120700295	5.161624373	5.054463591	5.70180778	5.267115637	5.43381631	5.564248588	6.028706166	5.70392387	5.338134373	5.684781342	5.729143051	5.836625214	5.831260367	5.809627094	5.768411961	6.113408797
Plekhg1	4.996248628	5.128061018	5.122657535	4.808886114	5.036687945	4.959385323	5.02574199	4.900614063	4.833836314	5.061866903	4.936647361	4.906311799	4.988613497	4.900494114	4.853471752	4.827938398	5.283687229	4.896034448	5.064520753	5.460306807	5.49969603	4.936375678	5.565095984	4.828067919	5.29072174	4.980095391
Plekhg2	8.309005611	7.97643696	8.104402188	8.381452104	8.025299607	8.064519496	8.044936485	8.156603078	8.202682831	8.092392986	8.297183467	8.651232675	7.187702764	7.831059119	7.493227276	6.548644691	6.592080243	8.190543093	7.771418158	8.131626351	6.932518321	6.971133486	7.12711993	7.419407425	8.102146667	7.582481237
Plekhm3	9.228393995	9.075437789	9.464943687	9.663704204	8.672795515	9.018591244	9.585546474	8.763967218	9.535751595	9.322953396	9.4721431	9.243715884	9.799609362	9.214683877	10.09573058	6.950035587	6.595529519	6.895473091	7.467612071	7.54007042	7.393254298	7.051508417	7.952143956	7.595237835	7.3164158	6.578404898
Plekho1	10.3103963	10.05683765	9.75983854	10.19092609	10.07818177	10.08261616	10.17975909	11.08222841	9.561401116	10.19072275	10.31740462	10.65865749	9.370688424	10.13018835	9.249668296	9.107177836	9.03480859	9.980228089	10.60498196	10.40152534	9.12873718	9.310849349	9.414992133	9.609721848	9.930991905	9.791972373
Plin2	6.957086366	7.115080769	6.759449706	7.018806623	7.558656169	7.636349346	6.766686586	6.804232146	6.833419749	7.397931279	6.99735489	7.101240002	7.113230275	7.512149439	7.020862186	8.546909697	9.506736077	8.534458266	8.298721542	8.792165262	8.070367322	8.874943142	7.871340367	8.495420954	8.216345566	8.747876876
Plk1	6.112294578	6.092480906	6.14644275	5.845658983	8.038480446	8.897483376	6.597989951	10.63397265	6.429514983	6.495687702	6.158123575	6.354747755	6.549365754	6.493964564	6.097689446	8.073667356	10.29859089	11.1580443	9.359711132	9.872817886	8.777818582	10.36633201	8.984152397	10.59876774	9.878033486	11.06672918
Plk2	5.985211225	5.66569027	5.377092507	5.722918617	6.299947344	7.163683217	5.633963936	6.113237916	4.880796523	5.789227576	5.420731655	5.814188935	5.516927052	5.082949488	5.321959353	4.960183851	5.085931641	6.62878137	7.297067273	7.272428237	5.067122393	5.174912371	5.340491948	5.517374389	6.45895884	6.483409509
Plk3	6.3154503	6.575858382	6.034501866	6.312896263	6.866096502	6.095825987	6.335278389	6.693882309	6.688044179	6.444600814	6.531589921	6.541892686	6.006691487	6.455650249	6.044169683	5.744723529	5.566735002	5.910663115	5.928634043	5.660657704	5.98129175	5.422777946	6.373619503	5.347031326	5.660111922	5.699574767
Plod1	6.520382173	6.338373305	6.596489945	6.46005829	6.385720353	6.426581218	6.454113366	5.939795455	6.734687495	6.350193707	6.279622342	6.236636115	6.648697917	6.562472168	6.703361914	6.665362568	7.074360214	6.188342895	6.260610973	5.954800409	6.511003575	6.789013637	6.519610701	6.52870206	6.210038123	6.467201213
Plod2	4.008594452	4.102453777	4.129403924	3.92214392	4.257513563	4.692765662	3.996310402	4.183870229	3.98039705	4.096936483	3.946587395	3.946160031	3.958919988	4.020054689	3.937758684	5.495557665	5.876408894	4.417150401	4.132417814	5.50670666	4.739986678	5.515809153	4.787085018	5.597905555	4.429490992	6.152937837
Plod3	7.015223238	7.052560805	7.074496159	7.203581622	6.959626435	6.890061972	7.2555813	7.014526394	7.185317173	6.969777519	7.247209784	7.162127775	7.270332396	7.280662371	7.28756895	8.475765749	8.239118903	7.03447839	7.125051093	7.1386063	7.553046595	7.953963793	7.341551513	7.513393889	7.238272884	7.333512587
Pls3	4.68279519	4.633448648	4.637378395	4.456000047	4.638612574	5.294488419	4.580420889	4.612751554	4.422275617	4.710718285	4.513229639	4.576677323	4.575286107	4.52138896	4.840548836	5.64005835	5.552124959	5.323329233	5.03995721	5.733710451	5.124505979	5.154637212	5.058786204	5.174246607	5.428725302	5.827827491
Plscr1	7.257024294	7.067691415	6.490953536	6.564771919	6.886725718	7.454802932	6.95625882	7.149489037	7.793297019	7.010134568	6.862422047	6.662312805	9.768572962	9.592366087	9.484320229	7.878789243	8.498807464	6.935588217	6.979158402	7.137692387	7.342756804	7.459478342	7.321814027	7.02903318	6.593177955	7.061958683
Plscr2	4.089756599	3.958669479	3.881899503	3.723402016	4.063364879	3.706692624	3.842372136	3.865044489	3.795056922	3.715058694	3.579164054	3.736557976	4.204719808	3.954444495	4.187654274	3.790912756	3.968539316	3.804015687	3.748640128	3.839270987	3.677203773	3.686915067	3.918503115	3.605826168	3.671074423	3.841859094
Plscr4	5.745724065	5.763440789	6.011752793	5.429547901	5.939283789	5.85105105	6.114819531	5.523754302	5.965638084	5.584184839	5.650238959	5.677519518	5.506029562	5.695112268	5.555493067	6.014992357	5.780030948	5.68886666	5.843917702	5.635614139	5.817272773	5.453913701	6.040953783	5.295901759	5.701648856	5.569161936
Pltp	8.239255774	7.942890183	8.114775988	8.136921923	7.714361157	6.844141232	8.145358519	6.995621696	7.656339527	8.210409647	7.897593189	7.607647425	6.760454723	7.113259798	8.532407488	6.28947347	6.260792856	6.514547324	7.067497822	6.183614872	6.415585169	6.219865493	6.884878716	6.504626218	6.42193409	6.513315978
Plvap	5.86897808	5.847159266	5.808938441	5.343342675	5.651451666	5.513192785	5.918833032	5.547532088	5.616189075	5.508708586	5.562788866	5.470098632	5.447413892	5.576794205	5.404973494	5.803919927	6.034026384	5.37183994	5.645956186	5.415611082	5.86129952	5.85506613	6.178984972	5.891981314	5.794899283	5.481994199
Plxdc1	5.905445975	5.972204015	6.087521538	5.633192873	6.940145995	6.669795449	6.088177647	5.710778888	5.621582074	6.465917343	6.036496007	5.839818535	5.860621032	5.968771608	5.888522465	5.795437738	5.749727329	7.14811419	8.476422599	9.645012888	5.876304108	5.731429464	6.679984251	6.695644044	9.483560328	8.81216083
Plxdc2	5.170497958	4.974599671	5.363367349	5.006321964	5.378600633	5.214892846	5.216567389	4.958689584	5.246833688	5.340889793	5.056817601	5.156357512	5.254329484	5.065145747	4.910019451	5.514133309	6.877412162	5.116763971	5.278148343	5.930492926	5.597212328	6.14121546	5.688272693	6.20304124	6.091194168	5.365197932
Plxna1	6.662135699	6.610104032	6.884293054	6.542802312	7.849956947	7.11418619	6.701088785	6.44573222	6.67089367	7.476173467	6.94116697	6.555321268	7.402848353	6.967284868	6.960304731	6.661526228	7.263029397	7.497236581	7.118357649	7.254471533	6.328689287	6.948123452	6.42766525	6.939532985	7.446244649	8.162704676
Plxna3	6.379789022	6.276794405	6.513593912	6.255508287	6.548495708	7.024051823	6.468453529	6.099719505	6.285687647	6.336114349	6.750212104	6.909221469	6.798619115	7.056687204	6.441031349	6.596997737	6.949313142	6.845086458	6.41045644	6.779771876	6.560058664	6.933134319	6.498460713	7.28730883	6.447231484	6.949250101
Plxna4	5.677083941	5.782126324	5.841365161	5.535285746	5.839297865	5.652308657	5.961603265	5.553882679	5.702694478	5.673094673	5.531702717	5.367682078	5.64301341	5.688014329	5.665681744	5.498301138	5.453707424	5.64423605	5.66300108	5.47764603	5.656326654	5.384170717	5.911961762	5.382179586	5.658991184	5.607239557
Plxnb2	6.489848763	6.353269177	6.551297597	6.492083375	7.809843142	8.830661714	6.442669303	10.1999378	6.401524094	7.46005392	7.157564882	6.989191245	7.224354182	6.912029649	6.680453298	8.4823296	7.406460706	9.106797591	7.837039593	8.685748986	8.443576402	7.938723922	8.381152051	8.469751422	8.161205465	8.649955018
Plxnc1	8.213707181	8.230468671	8.290630211	8.917059437	7.941813318	8.692195737	8.283895079	8.703650416	10.50267583	8.613834884	8.931994713	8.888249787	9.349902116	9.088941509	9.627288916	8.997473637	8.897726487	5.509074002	5.925072126	6.060880354	8.72465516	8.739342616	8.1706692	8.576608802	6.482380966	6.353040347
Plxnd1	6.35238248	6.059734535	6.463101993	6.187928046	8.641530615	8.380214714	6.992624939	6.173354669	9.741973077	8.40669383	7.922540004	7.10690243	7.206858081	7.438576056	7.762752977	8.134935409	8.93342953	7.442697775	7.74751384	9.644419032	7.83048415	8.763848186	7.570735194	8.69161919	8.935161808	8.502606815
Pmaip1	6.921934337	7.300256759	7.59084201	7.355805346	6.526656248	7.131424173	7.351104725	7.256945851	7.007345774	6.536483986	6.466692913	6.692183995	7.381345098	7.101473244	7.444139995	6.566761889	6.980665518	6.393074067	6.459272039	6.800949498	6.515932122	6.7758859	6.805676169	6.750706986	6.503885617	6.744250813
Pmepa1	7.071858647	6.915623276	7.294498222	6.75908835	6.924027021	6.604205779	7.029878357	7.582900679	7.928087205	7.026567705	7.084722656	7.038907286	7.982741319	7.272175951	8.256108337	6.794458432	6.18343755	6.379662546	6.705012558	6.510504677	7.220635966	6.426744455	7.518990433	6.743339477	6.622960602	6.470622001
Pmp22	7.001950827	6.868124955	7.231701519	6.81236901	6.837408018	6.663782467	7.023810156	6.633434117	7.035035862	6.943084433	6.763816545	6.831834183	6.902908075	6.792412682	6.725006718	6.569113948	6.44541662	6.498287573	6.776026323	6.587625521	6.784408882	6.391623961	7.094120187	6.319299998	6.670015066	6.729410469
Pmvk	6.337121443	6.702276136	6.53409637	6.595103785	6.8904321	6.81535725	6.741560916	7.590306343	6.679855855	6.641486301	6.783568405	6.711757358	6.404943416	6.73030664	6.442219756	6.441222429	7.036923802	6.853903356	6.482926782	6.519487389	6.419534397	6.733185746	6.601686489	6.858255413	6.619441379	6.937537037
Pnliprp2	5.35634104	5.223978514	5.459665491	5.143938925	5.409569706	5.258816629	5.33969682	5.317019399	5.367444457	5.346319883	5.281522693	5.093281278	5.446909045	5.317906392	5.13948041	5.132583012	5.108435244	5.09010536	5.436821458	5.184433708	5.256699963	5.047362433	5.495516094	5.176242975	5.142226894	5.28326619
Pno1	6.436807302	6.955819979	6.576271186	7.433630227	6.919980794	7.84650251	6.986286154	8.306594605	7.299396701	7.026401714	7.324852297	7.302984611	7.380660481	7.908009453	7.48198048	8.056262159	8.912899413	8.22600831	6.8752419	7.31691565	7.277505009	8.608271827	6.778208905	8.628921196	7.670979566	8.957690321
Pnp	8.339967996	8.506461249	7.75974263	8.156721379	7.85766506	8.463920889	7.789428441	10.15320738	8.056500257	8.044553135	8.056712309	8.233076527	7.878124093	8.261885866	8.253554426	9.418368334	10.2503045	9.61628693	8.201085559	9.003373799	9.653282972	10.52275103	10.01734335	10.95089137	10.25392314	11.13598299
Pnp2	9.636285112	9.696277881	8.897281878	9.307489775	9.2290596	9.760068717	8.994845095	11.32815587	9.14742797	9.078167624	9.235403968	9.351672715	8.992890954	9.39508412	9.121395198	10.53925567	11.47750808	10.68430438	9.328242054	10.14715471	10.58757083	11.61444099	11.01608103	12.14278148	11.08666585	12.24470046
Pnpla8	7.203965574	7.475191103	8.059670551	8.221640768	8.305523256	8.141035746	7.986515227	8.170890649	7.845471651	8.392765476	8.271249954	8.174160535	8.05600017	7.873463902	8.127363815	7.482123043	7.321829206	8.329037762	8.588440435	8.750134037	8.200675176	7.808835072	7.845917151	7.996833306	8.205567645	7.696534073
Podnl1	6.157619784	6.138343485	6.218584869	5.851275143	5.983875269	5.819256875	6.10254826	5.773535742	6.063740927	6.073518926	5.898880679	5.72611187	6.001986095	5.872836556	5.893909833	5.806806723	5.68539357	5.894234101	6.158832491	5.704089924	6.040648455	5.69345722	6.498370156	5.644350468	5.902830916	5.805283856
Pogk	6.102631889	5.962319969	6.217657903	5.856852101	6.583619368	6.565771308	5.958708141	6.447750542	5.739061389	6.068184958	6.157021471	6.270685288	6.170942544	6.42299878	5.916123093	7.11689442	7.283589697	6.902104942	6.761828221	6.752392244	6.718668948	7.19671916	6.459848383	7.010089426	6.484194536	6.8008145
Poglut1	7.837473407	7.966611193	7.916730606	8.321795391	7.575350909	7.935153654	7.916652194	7.767385327	8.311425763	8.02771086	8.274373649	8.372706348	8.141959461	8.22369525	8.281628864	8.300196269	8.707226246	7.500657341	7.6230977	7.727398404	7.789136047	8.249717433	7.18681028	8.134813383	7.525076514	7.956985344
Pola1	6.66712006	7.211407478	6.845423142	7.404007289	7.818610509	8.382538147	7.167839602	10.34949676	6.957774562	7.291236097	7.44141708	7.476247739	6.767017785	7.070999267	6.648538305	9.591790338	9.229752934	10.49393502	9.006983429	9.362264508	9.534914982	9.907048582	9.406109638	9.921100858	9.584616626	9.820451038
Pold2	7.531473088	7.472276551	6.682119575	7.132477795	7.180173726	7.493495231	6.786444331	8.203739032	7.1392314	6.901074847	7.298471064	7.339632395	7.058427262	7.624311004	7.036003593	8.66558588	9.259082799	8.965723883	7.625123368	7.820517892	7.885844397	8.78377988	7.771288072	8.604021147	8.133541607	9.056588044
Pold4	10.3399636	10.18532878	8.623512571	8.83636401	9.06653171	9.040425079	8.805666389	9.963406544	9.646234315	8.953119511	9.0343953	9.22585042	8.492219467	9.676253625	8.605869616	7.630680669	7.456181897	8.547378106	8.661185224	8.620750488	7.485672354	7.22454616	7.428922484	7.456627115	8.208300699	8.220206113
Pole	6.34753899	6.208192731	6.355600114	6.589886802	7.540403181	7.985646719	6.558825785	9.697428014	6.744130142	6.195327255	6.496338775	6.723209494	6.485708039	6.712829608	6.081768531	9.124405428	9.551618679	10.27104031	8.587776016	9.168652982	9.233656343	9.486944736	9.090771541	9.602492636	9.235553158	9.496104047
Pole2	5.889971148	6.026653275	5.584319156	6.290025607	6.830278145	7.009598738	5.979104656	8.90249963	5.847262849	5.813517849	6.282977812	6.367306409	6.097704192	6.169703237	5.899129699	8.604371143	9.06576356	9.195999187	7.412310428	7.807709326	8.259529707	8.930032866	7.818131884	8.811586091	8.115388087	8.910219278
Polh	6.568534558	7.305002565	7.149545941	7.559838475	7.690276237	8.134984123	7.233618399	10.41068973	7.261679052	7.481897895	7.631317983	7.654633881	7.602631321	7.74090834	7.808681934	7.745332473	8.502282063	9.836052986	8.533889698	8.861123102	7.757357116	8.157878436	7.686404052	8.355000402	8.830536545	9.287900341
Polm	7.499328895	7.439390149	6.904260893	7.225554831	9.004846107	8.292016495	6.934950079	7.233077646	7.073196844	8.546037847	8.279542952	7.950794407	7.080027626	7.660806356	6.830366889	5.493159746	5.825451537	7.655632803	9.383213952	8.449344294	5.811444485	5.484661266	5.872768441	5.505820021	7.851952836	5.775030343
